origin,des,type,size,flow,extra,dis
node_11_C,node_08_C,Normal,616,1,0,4
node_19_B,node_11_C,Normal,15,1,0,4
node_10_C,node_14_B,Normal,574,1,0,4
node_03_A,node_09_C,Normal,220,1,0,2
node_08_C,node_11_B,Normal,664,1,0,4
node_27_B,node_20_C,Normal,11704,1,0,4
node_14_C,node_26_A,Normal,1318,1,0,3
node_02_A,node_14_C,Normal,885,1,0,2
node_22_A,node_27_A,Normal,2818,1,0,1
node_25_B,node_21_B,Normal,26,1,1,4
node_09_A,node_16_B,Normal,1246,1,0,2
node_17_A,node_18_B,Normal,21,1,1,2
node_03_B,node_02_C,Normal,409,1,0,4
node_13_C,node_04_C,Normal,215,1,0,4
node_10_C,node_09_A,Normal,90,1,0,3
node_23_A,node_15_A,Normal,463,1,1,1
node_06_A,node_09_C,Normal,405,1,0,2
node_22_A,node_19_B,Normal,591,1,0,2
node_18_C,node_08_A,Normal,36,1,0,3
node_14_C,node_09_C,Normal,2565,1,0,4
node_10_B,node_18_C,Normal,14,1,1,4
node_01_A,node_06_C,Normal,211,1,0,2
node_21_C,node_08_A,Normal,324,1,0,3
node_19_B,node_22_B,Normal,14,1,0,4
node_12_A,node_02_B,Normal,2000,1,0,2
node_23_C,node_02_A,Normal,446,1,0,3
node_11_B,node_04_C,Normal,1993,1,0,4
node_07_B,node_16_B,Normal,102,1,0,4
node_15_A,node_19_C,Normal,14,1,1,2
node_22_B,node_02_A,Normal,208,1,0,3
node_21_C,node_01_B,Normal,278,1,0,4
node_18_B,node_11_C,Normal,26,1,0,4
node_26_A,node_23_C,Normal,1836,1,0,2
node_10_C,node_02_B,Normal,99,1,0,4
node_17_A,node_16_C,Normal,85,1,0,2
node_04_A,node_14_B,Normal,34288,1,0,2
node_26_A,node_25_C,Normal,18,1,1,2
node_09_B,node_04_A,Normal,7133,1,0,3
node_20_A,node_17_B,Normal,560,1,0,2
node_11_B,node_14_C,Normal,1058,1,0,4
node_03_B,node_27_C,Normal,1127,1,0,4
node_12_C,node_20_C,Normal,536,1,0,4
node_10_B,node_09_A,Normal,226,1,0,3
node_21_A,node_01_A,Normal,136,1,0,1
node_20_A,node_17_A,Normal,283,1,0,1
node_16_C,node_03_A,Normal,102,1,0,3
node_08_A,node_06_B,Normal,1702,1,0,2
node_04_A,node_26_B,Normal,3164,1,0,2
node_18_A,node_09_A,Normal,110,1,0,1
node_05_C,node_08_B,Normal,391,1,0,4
node_23_A,node_10_A,Normal,567,1,0,1
node_01_A,node_05_B,Normal,1421,1,0,2
node_25_C,node_03_B,Normal,47,1,0,4
node_09_A,node_06_C,Normal,316,1,0,2
node_23_A,node_06_C,Normal,2296,1,0,2
node_10_A,node_24_B,Normal,6,1,1,2
node_13_C,node_14_C,Normal,124,1,0,4
node_06_C,node_02_C,Normal,184,1,0,4
node_21_C,node_25_B,Normal,11,1,1,4
node_16_A,node_06_B,Normal,352,1,0,2
node_25_A,node_21_A,Normal,16,1,1,1
node_25_A,node_20_C,Normal,172,1,0,2
node_06_C,node_08_A,Normal,50,1,0,3
node_26_C,node_04_A,Normal,2735,1,0,3
node_10_B,node_02_B,Normal,203,1,0,4
node_08_B,node_16_C,Normal,3217,1,0,4
node_03_A,node_12_B,Normal,141,1,0,2
node_12_B,node_08_C,Normal,549,1,0,4
node_02_C,node_06_B,Normal,6408,1,0,4
node_10_A,node_11_A,Normal,397,1,0,1
node_01_A,node_03_A,Normal,482,1,0,1
node_22_A,node_11_B,Normal,724,1,0,2
node_20_A,node_25_B,Normal,105,1,1,2
node_18_C,node_03_C,Normal,53,1,0,4
node_22_A,node_24_A,Normal,9,1,1,1
node_11_C,node_07_C,Normal,531,1,0,4
node_05_C,node_23_C,Normal,124,1,0,4
node_25_A,node_14_A,Normal,76,1,0,1
node_17_C,node_06_C,Normal,11,1,1,4
node_15_B,node_05_B,Normal,503,1,0,4
node_08_B,node_04_B,Normal,33142,1,0,4
node_12_A,node_11_A,Normal,5253,1,0,1
node_23_B,node_09_A,Normal,231,1,0,3
node_16_C,node_26_A,Normal,115,1,0,3
node_03_B,node_04_C,Normal,195,1,0,4
node_13_C,node_02_C,Normal,272,1,0,4
node_08_B,node_23_C,Normal,6059,1,0,4
node_18_A,node_27_C,Normal,674,1,0,2
node_23_C,node_12_B,Normal,544,1,0,4
node_21_C,node_04_A,Normal,2501,1,0,3
node_08_A,node_01_A,Normal,924,1,0,1
node_04_B,node_23_C,Normal,24938,1,0,4
node_04_B,node_20_A,Normal,11679,1,0,3
node_04_A,node_03_A,Normal,3588,1,0,1
node_04_A,node_01_C,Normal,8718,1,0,2
node_17_C,node_16_C,Normal,318,1,0,4
node_18_A,node_27_B,Normal,673,1,0,2
node_04_B,node_05_C,Normal,12931,1,0,4
node_25_A,node_18_A,Normal,58,1,0,1
node_13_A,node_01_A,Normal,253,1,0,1
node_10_B,node_16_C,Normal,201,1,0,4
node_08_B,node_04_A,Normal,13580,1,0,3
node_15_C,node_05_B,Normal,1817,1,0,4
node_18_A,node_16_B,Normal,102,1,0,2
node_12_A,node_26_A,Normal,1121,1,0,1
node_06_B,node_04_A,Normal,2917,1,0,3
node_19_A,node_20_B,Normal,149,1,0,2
node_06_A,node_04_C,Normal,681,1,0,2
node_10_A,node_13_C,Normal,235,1,0,2
node_07_B,node_04_C,Normal,314,1,0,4
node_26_A,node_27_C,Normal,3970,1,0,2
node_11_B,node_01_C,Normal,3473,1,0,4
node_03_A,node_04_C,Normal,263,1,0,2
node_05_B,node_09_B,Normal,1606,1,0,4
node_05_B,node_01_B,Normal,1321,1,0,4
node_14_A,node_15_A,Normal,458,1,0,1
node_16_A,node_08_A,Normal,495,1,0,1
node_05_C,node_14_A,Normal,105,1,0,3
node_04_A,node_10_A,Normal,3044,1,0,1
node_17_B,node_10_B,Normal,335,1,0,4
node_17_A,node_01_C,Normal,91,1,0,2
node_08_B,node_10_B,Normal,2808,1,0,4
node_06_B,node_25_C,Normal,11,1,1,4
node_03_C,node_15_B,Normal,91,1,0,4
node_21_C,node_11_A,Normal,391,1,0,3
node_09_B,node_19_C,Normal,33,1,1,4
node_12_A,node_13_C,Normal,293,1,0,2
node_08_C,node_18_C,Normal,86,1,1,4
node_22_B,node_12_B,Normal,339,1,0,4
node_27_B,node_26_C,Normal,12134,1,0,4
node_14_B,node_11_A,Normal,17848,1,0,3
node_23_C,node_12_C,Normal,377,1,0,4
node_07_C,node_18_C,Normal,8,1,1,4
node_15_B,node_19_C,Normal,5,1,1,4
node_26_C,node_05_B,Normal,596,1,0,4
node_08_C,node_24_B,Normal,7,1,1,4
node_06_A,node_17_B,Normal,54,1,0,2
node_08_C,node_25_C,Normal,71,1,1,4
node_08_C,node_24_A,Normal,16,1,1,3
node_02_C,node_14_A,Normal,4488,1,0,3
node_14_C,node_27_B,Normal,19450,1,0,4
node_03_A,node_22_B,Normal,140,1,0,2
node_27_A,node_03_C,Normal,1875,1,0,2
node_05_C,node_27_B,Normal,2276,1,0,4
node_23_B,node_06_B,Normal,178,1,0,4
node_01_C,node_05_B,Normal,2190,1,0,4
node_11_C,node_01_B,Normal,747,1,0,4
node_25_A,node_01_C,Normal,51,1,0,2
node_21_B,node_27_B,Normal,1240,1,0,4
node_22_C,node_12_B,Normal,261,1,0,4
node_27_C,node_07_C,Normal,7019,1,0,4
node_27_A,node_08_C,Normal,2577,1,0,2
node_09_A,node_13_B,Normal,606,1,0,2
node_11_A,node_17_A,Normal,437,1,0,1
node_21_B,node_27_A,Normal,529,1,0,3
node_03_A,node_25_A,Normal,66,1,0,1
node_17_B,node_02_C,Normal,522,1,0,4
node_06_B,node_02_A,Normal,333,1,0,3
node_19_B,node_09_C,Normal,19,1,0,4
node_23_B,node_02_C,Normal,476,1,0,4
node_10_B,node_06_A,Normal,40,1,1,3
node_21_C,node_15_B,Normal,260,1,0,4
node_12_A,node_23_B,Normal,906,1,0,2
node_10_C,node_21_A,Normal,25,1,0,3
node_04_A,node_25_A,Normal,1598,1,0,1
node_09_B,node_24_B,Normal,3,1,1,4
node_16_C,node_09_B,Normal,1073,1,0,4
node_14_A,node_17_B,Normal,682,1,0,2
node_15_C,node_01_C,Normal,1195,1,0,4
node_09_A,node_17_C,Normal,921,1,0,2
node_27_A,node_11_C,Normal,3735,1,0,2
node_05_B,node_23_A,Normal,2231,1,0,3
node_02_C,node_18_B,Normal,505,1,1,4
node_18_A,node_15_A,Normal,36,1,0,1
node_08_B,node_05_B,Normal,5312,1,0,4
node_09_A,node_27_B,Normal,5638,1,0,2
node_04_B,node_20_C,Normal,22109,1,0,4
node_04_A,node_09_B,Normal,16088,1,0,2
node_18_B,node_17_C,Normal,43,1,0,4
node_23_A,node_01_B,Normal,2067,1,0,2
node_14_B,node_16_A,Normal,8388,1,0,3
node_08_C,node_02_B,Normal,863,1,0,4
node_13_A,node_05_C,Normal,233,1,0,2
node_15_A,node_21_C,Normal,172,1,0,2
node_09_C,node_14_A,Normal,985,1,0,3
node_02_A,node_12_B,Normal,1016,1,0,2
node_27_B,node_08_C,Normal,7934,1,0,4
node_16_A,node_22_A,Normal,920,1,0,1
node_23_C,node_11_A,Normal,708,1,0,3
node_03_C,node_22_A,Normal,503,1,0,3
node_01_A,node_15_A,Normal,230,1,0,1
node_27_A,node_16_B,Normal,3939,1,0,2
node_15_B,node_11_B,Normal,393,1,0,4
node_20_A,node_14_A,Normal,1102,1,0,1
node_15_C,node_25_B,Normal,102,1,1,4
node_10_C,node_16_A,Normal,174,1,0,3
node_14_C,node_07_C,Normal,1300,1,0,4
node_13_C,node_14_B,Normal,478,1,0,4
node_20_A,node_03_C,Normal,395,1,0,2
node_04_B,node_24_B,Normal,105,1,1,4
node_18_C,node_19_C,Normal,1,1,1,4
node_20_A,node_18_A,Normal,423,1,0,1
node_21_A,node_09_C,Normal,306,1,0,2
node_25_A,node_17_B,Normal,36,1,0,2
node_25_B,node_03_B,Normal,198,1,0,4
node_18_B,node_27_C,Normal,153,1,0,4
node_13_B,node_04_A,Normal,971,1,0,3
node_21_A,node_14_C,Normal,211,1,0,2
node_14_B,node_09_A,Normal,11702,1,0,3
node_11_B,node_13_A,Normal,401,1,0,3
node_15_A,node_08_A,Normal,273,1,0,1
node_24_C,node_27_C,Normal,2,1,0,4
node_27_A,node_01_C,Normal,8151,1,0,2
node_18_C,node_20_A,Normal,37,1,0,3
node_14_B,node_08_B,Normal,31689,1,0,4
node_11_C,node_19_C,Normal,10,1,1,4
node_22_C,node_27_C,Normal,1267,1,0,4
node_09_A,node_20_B,Normal,3874,1,0,2
node_14_B,node_24_A,Normal,285,1,1,3
node_03_A,node_17_B,Normal,91,1,0,2
node_06_A,node_26_B,Normal,220,1,0,2
node_27_A,node_11_A,Normal,6094,1,0,1
node_18_C,node_04_A,Normal,212,1,0,3
node_13_B,node_27_B,Normal,2173,1,0,4
node_02_B,node_14_B,Normal,10418,1,0,4
node_02_A,node_26_B,Normal,211,1,0,2
node_09_B,node_02_A,Normal,1511,1,0,3
node_22_B,node_20_C,Normal,309,1,0,4
node_03_C,node_05_C,Normal,7,1,1,4
node_17_B,node_14_B,Normal,985,1,0,4
node_18_B,node_04_A,Normal,193,1,0,3
node_15_A,node_02_C,Normal,1141,1,0,2
node_26_A,node_05_B,Normal,1528,1,0,2
node_22_B,node_04_A,Normal,1448,1,0,3
node_13_C,node_15_A,Normal,19,1,1,3
node_03_B,node_04_A,Normal,1131,1,0,3
node_02_B,node_18_C,Normal,85,1,1,4
node_27_A,node_25_C,Normal,335,1,0,2
node_27_A,node_16_C,Normal,1740,1,0,2
node_02_C,node_11_C,Normal,5637,1,0,4
node_17_C,node_22_A,Normal,306,1,0,3
node_06_A,node_25_A,Normal,3,1,1,1
node_06_C,node_19_C,Normal,3,1,1,4
node_02_B,node_16_A,Normal,1185,1,0,3
node_11_A,node_17_B,Normal,923,1,0,2
node_14_C,node_04_B,Normal,20489,1,0,4
node_12_A,node_02_A,Normal,1574,1,0,1
node_22_C,node_08_C,Normal,134,1,0,4
node_15_B,node_19_B,Normal,12,1,1,4
node_24_B,node_04_B,Normal,1,1,0,4
node_05_B,node_20_C,Normal,1545,1,0,4
node_27_A,node_04_B,Normal,37521,1,0,2
node_10_B,node_25_C,Normal,4,1,1,4
node_21_A,node_10_C,Normal,52,1,0,2
node_23_B,node_22_A,Normal,346,1,0,3
node_03_C,node_16_B,Normal,105,1,0,4
node_25_C,node_02_C,Normal,73,1,0,4
node_02_C,node_24_C,Normal,47,1,1,4
node_26_A,node_09_A,Normal,464,1,0,1
node_07_B,node_14_C,Normal,99,1,0,4
node_10_B,node_11_A,Normal,213,1,0,3
node_23_C,node_14_C,Normal,709,1,0,4
node_14_A,node_18_A,Normal,482,1,0,1
node_14_B,node_11_C,Normal,11267,1,0,4
node_14_A,node_17_A,Normal,460,1,0,1
node_22_A,node_06_B,Normal,600,1,0,2
node_13_C,node_22_A,Normal,120,1,0,3
node_15_A,node_26_C,Normal,332,1,0,2
node_16_C,node_20_B,Normal,775,1,0,4
node_14_B,node_12_A,Normal,8508,1,0,3
node_26_C,node_19_B,Normal,4,1,1,4
node_16_B,node_27_C,Normal,3812,1,0,4
node_12_C,node_01_B,Normal,463,1,0,4
node_10_A,node_14_C,Normal,306,1,0,2
node_10_C,node_25_C,Normal,1,1,1,4
node_04_B,node_12_C,Normal,23654,1,0,4
node_11_B,node_02_B,Normal,7632,1,0,4
node_26_C,node_27_A,Normal,1186,1,0,3
node_19_B,node_03_C,Normal,64,1,0,4
node_22_C,node_20_C,Normal,247,1,0,4
node_02_A,node_01_B,Normal,814,1,0,2
node_12_B,node_23_A,Normal,1577,1,0,3
node_10_A,node_08_B,Normal,1525,1,0,2
node_12_A,node_14_C,Normal,1922,1,0,2
node_18_C,node_20_C,Normal,56,1,0,4
node_20_C,node_27_B,Normal,17762,1,0,4
node_21_A,node_22_A,Normal,383,1,0,1
node_11_A,node_26_C,Normal,1815,1,0,2
node_10_C,node_18_C,Normal,5,1,1,4
node_02_C,node_14_C,Normal,7749,1,0,4
node_01_B,node_04_C,Normal,3270,1,0,4
node_03_A,node_18_B,Normal,161,1,0,2
node_25_C,node_26_C,Normal,9,1,1,4
node_21_C,node_16_B,Normal,341,1,0,4
node_09_B,node_05_B,Normal,2430,1,0,4
node_22_A,node_05_C,Normal,198,1,0,2
node_25_B,node_26_A,Normal,60,1,0,3
node_01_B,node_14_C,Normal,2976,1,0,4
node_01_A,node_02_C,Normal,2223,1,0,2
node_10_A,node_08_C,Normal,407,1,0,2
node_03_A,node_05_C,Normal,46,1,1,2
node_23_B,node_02_A,Normal,205,1,0,3
node_03_B,node_12_B,Normal,158,1,0,4
node_19_A,node_14_A,Normal,98,1,0,1
node_01_B,node_08_B,Normal,4663,1,0,4
node_18_A,node_11_A,Normal,133,1,0,1
node_25_A,node_04_B,Normal,816,1,0,2
node_20_B,node_24_C,Normal,16,1,1,4
node_05_B,node_04_A,Normal,10141,1,0,3
node_16_A,node_15_C,Normal,189,1,0,2
node_21_A,node_05_C,Normal,43,1,0,2
node_11_A,node_23_A,Normal,5225,1,0,1
node_09_A,node_01_A,Normal,1161,1,0,1
node_07_C,node_11_C,Normal,309,1,0,4
node_27_B,node_12_A,Normal,6987,1,0,3
node_11_A,node_22_B,Normal,979,1,0,2
node_02_A,node_23_B,Normal,269,1,0,2
node_11_A,node_16_B,Normal,1477,1,0,2
node_22_B,node_20_A,Normal,208,1,0,3
node_25_B,node_12_C,Normal,222,1,0,4
node_03_C,node_16_C,Normal,43,1,1,4
node_07_C,node_09_A,Normal,419,1,0,3
node_10_C,node_27_C,Normal,716,1,0,4
node_13_A,node_27_B,Normal,3652,1,0,2
node_02_A,node_18_C,Normal,38,1,1,2
node_18_A,node_16_C,Normal,39,1,0,2
node_08_B,node_27_B,Normal,25922,1,0,4
node_15_A,node_16_A,Normal,283,1,0,1
node_01_A,node_04_C,Normal,1716,1,0,2
node_21_A,node_08_C,Normal,233,1,0,2
node_05_C,node_14_C,Normal,192,1,0,4
node_23_A,node_09_C,Normal,2030,1,0,2
node_02_B,node_01_B,Normal,1845,1,0,4
node_22_A,node_21_C,Normal,4814,1,0,2
node_22_C,node_04_B,Normal,2196,1,0,4
node_20_A,node_08_A,Normal,1226,1,0,1
node_03_A,node_08_C,Normal,142,1,0,2
node_08_A,node_07_C,Normal,762,1,0,2
node_07_C,node_02_B,Normal,331,1,0,4
node_18_A,node_04_B,Normal,1393,1,0,2
node_17_A,node_12_B,Normal,128,1,0,2
node_14_A,node_09_B,Normal,3215,1,0,2
node_14_C,node_22_A,Normal,2365,1,0,3
node_25_A,node_07_B,Normal,40,1,0,2
node_22_A,node_08_C,Normal,721,1,0,2
node_04_A,node_13_C,Normal,1679,1,0,2
node_27_A,node_17_C,Normal,2120,1,0,2
node_02_C,node_26_C,Normal,7643,1,0,4
node_09_A,node_11_C,Normal,2020,1,0,2
node_17_C,node_04_C,Normal,334,1,0,4
node_12_C,node_24_A,Normal,1,1,1,3
node_06_C,node_17_A,Normal,10,1,1,3
node_08_B,node_12_C,Normal,2985,1,0,4
node_26_A,node_18_A,Normal,83,1,0,1
node_13_A,node_12_C,Normal,354,1,0,2
node_21_A,node_03_A,Normal,88,1,0,1
node_22_A,node_03_C,Normal,4232,1,0,2
node_04_A,node_09_C,Normal,11148,1,0,2
node_26_C,node_27_C,Normal,2655,1,0,4
node_20_B,node_23_A,Normal,8852,1,0,3
node_27_C,node_11_C,Normal,7288,1,0,4
node_10_A,node_07_C,Normal,163,1,0,2
node_12_B,node_09_B,Normal,1332,1,0,4
node_23_C,node_06_B,Normal,716,1,0,4
node_14_C,node_04_A,Normal,7014,1,0,3
node_03_C,node_02_C,Normal,377,1,0,4
node_25_B,node_27_B,Normal,747,1,0,4
node_19_C,node_03_C,Normal,41,1,0,4
node_09_A,node_02_B,Normal,2005,1,0,2
node_20_B,node_26_C,Normal,2517,1,0,4
node_26_A,node_27_B,Normal,3450,1,0,2
node_18_A,node_14_C,Normal,109,1,0,2
node_19_A,node_07_B,Normal,22,1,0,2
node_09_B,node_11_A,Normal,3206,1,0,3
node_25_A,node_15_A,Normal,4,1,1,1
node_08_A,node_07_B,Normal,670,1,0,2
node_17_C,node_22_B,Normal,244,1,0,4
node_22_B,node_27_A,Normal,811,1,0,3
node_04_B,node_27_A,Normal,36878,1,0,3
node_24_B,node_23_A,Normal,1,1,0,3
node_27_C,node_24_C,Normal,42,1,1,4
node_04_A,node_11_A,Normal,11324,1,0,1
node_05_C,node_04_B,Normal,7935,1,0,4
node_11_B,node_20_C,Normal,1360,1,0,4
node_17_B,node_16_A,Normal,540,1,0,3
node_23_B,node_26_A,Normal,187,1,0,3
node_26_A,node_19_B,Normal,8,1,1,2
node_21_C,node_14_B,Normal,2593,1,0,4
node_20_C,node_04_B,Normal,24527,1,0,4
node_27_B,node_14_A,Normal,16272,1,0,3
node_10_C,node_16_B,Normal,271,1,0,4
node_14_C,node_01_C,Normal,3807,1,0,4
node_12_B,node_09_C,Normal,1037,1,0,4
node_17_C,node_19_A,Normal,10,1,1,3
node_03_B,node_02_B,Normal,130,1,0,4
node_01_A,node_08_A,Normal,587,1,0,1
node_17_B,node_02_B,Normal,259,1,0,4
node_12_B,node_07_C,Normal,529,1,0,4
node_17_C,node_27_A,Normal,937,1,0,3
node_27_B,node_23_A,Normal,26873,1,0,3
node_27_A,node_26_A,Normal,3223,1,0,1
node_18_A,node_23_C,Normal,186,1,0,2
node_10_A,node_25_C,Normal,23,1,1,2
node_13_A,node_22_C,Normal,275,1,0,2
node_09_A,node_10_A,Normal,524,1,0,1
node_09_A,node_16_C,Normal,600,1,0,2
node_09_B,node_02_C,Normal,3911,1,0,4
node_21_B,node_01_A,Normal,87,1,0,3
node_11_B,node_19_C,Normal,29,1,1,4
node_15_A,node_04_C,Normal,751,1,0,2
node_25_A,node_10_C,Normal,20,1,1,2
node_04_B,node_27_B,Normal,87260,1,0,4
node_26_B,node_09_C,Normal,138,1,0,4
node_17_A,node_22_B,Normal,64,1,1,2
node_17_C,node_19_B,Normal,10,1,1,4
node_20_A,node_13_C,Normal,377,1,0,2
node_12_C,node_15_B,Normal,389,1,0,4
node_02_A,node_09_A,Normal,580,1,0,1
node_16_C,node_10_A,Normal,319,1,0,3
node_06_B,node_04_C,Normal,877,1,0,4
node_21_C,node_02_C,Normal,1595,1,0,4
node_04_B,node_15_C,Normal,11855,1,0,4
node_10_C,node_06_A,Normal,14,1,1,3
node_09_A,node_19_C,Normal,44,1,1,2
node_13_C,node_19_A,Normal,2,1,1,3
node_09_A,node_04_B,Normal,15050,1,0,2
node_06_A,node_16_B,Normal,186,1,0,2
node_20_B,node_05_B,Normal,5294,1,0,4
node_27_A,node_21_A,Normal,1163,1,0,1
node_26_C,node_25_A,Normal,7,1,1,3
node_17_A,node_25_A,Normal,4,1,1,1
node_14_C,node_19_C,Normal,40,1,1,4
node_22_B,node_11_B,Normal,248,1,0,4
node_03_C,node_14_B,Normal,884,1,0,4
node_23_C,node_09_C,Normal,599,1,0,4
node_05_B,node_25_A,Normal,41,1,1,3
node_23_B,node_09_C,Normal,279,1,0,4
node_21_C,node_06_B,Normal,260,1,0,4
node_02_A,node_27_C,Normal,4999,1,0,2
node_01_C,node_23_A,Normal,2643,1,0,3
node_03_A,node_18_C,Normal,160,1,0,2
node_04_A,node_06_B,Normal,9896,1,0,2
node_14_C,node_20_C,Normal,3754,1,0,4
node_13_C,node_04_A,Normal,642,1,0,3
node_16_A,node_23_B,Normal,268,1,0,2
node_11_A,node_19_A,Normal,409,1,1,1
node_16_A,node_03_A,Normal,266,1,0,1
node_19_B,node_20_C,Normal,29,1,0,4
node_16_C,node_02_C,Normal,693,1,0,4
node_16_A,node_07_B,Normal,418,1,0,2
node_17_C,node_10_B,Normal,192,1,0,4
node_13_C,node_25_C,Normal,1,1,1,4
node_23_A,node_11_C,Normal,2162,1,0,2
node_13_A,node_10_C,Normal,334,1,0,2
node_04_C,node_15_C,Normal,1794,1,0,4
node_07_B,node_20_C,Normal,111,1,0,4
node_05_C,node_02_A,Normal,340,1,0,3
node_23_C,node_01_B,Normal,690,1,0,4
node_17_C,node_15_A,Normal,25,1,1,3
node_06_B,node_02_C,Normal,1157,1,0,4
node_23_A,node_26_C,Normal,12932,1,0,2
node_23_A,node_27_C,Normal,8215,1,0,2
node_21_C,node_20_C,Normal,722,1,0,4
node_06_C,node_26_A,Normal,121,1,0,3
node_19_A,node_04_A,Normal,548,1,0,1
node_14_C,node_02_B,Normal,3218,1,0,4
node_14_A,node_27_B,Normal,14045,1,0,2
node_01_B,node_16_A,Normal,1835,1,0,3
node_23_A,node_16_C,Normal,595,1,0,2
node_18_A,node_04_C,Normal,190,1,0,2
node_21_C,node_14_C,Normal,544,1,0,4
node_16_A,node_21_A,Normal,305,1,0,1
node_12_A,node_17_A,Normal,229,1,0,1
node_21_A,node_05_B,Normal,185,1,0,2
node_14_B,node_20_B,Normal,25173,1,0,4
node_12_A,node_10_B,Normal,502,1,0,2
node_17_A,node_10_A,Normal,87,1,0,1
node_09_B,node_23_C,Normal,2498,1,0,4
node_20_A,node_24_A,Normal,3,1,1,1
node_27_A,node_04_A,Normal,14716,1,0,1
node_21_C,node_22_C,Normal,318,1,0,4
node_18_C,node_27_A,Normal,142,1,0,3
node_04_A,node_10_B,Normal,3991,1,0,2
node_27_A,node_14_B,Normal,43623,1,0,2
node_03_B,node_04_B,Normal,2151,1,0,4
node_21_C,node_20_B,Normal,723,1,0,4
node_16_B,node_19_B,Normal,25,1,1,4
node_23_A,node_04_B,Normal,18687,1,0,2
node_26_C,node_23_B,Normal,238,1,0,4
node_11_C,node_14_A,Normal,631,1,0,3
node_13_A,node_01_C,Normal,257,1,0,2
node_25_A,node_12_B,Normal,73,1,0,2
node_03_C,node_09_C,Normal,160,1,0,4
node_17_B,node_10_A,Normal,361,1,0,3
node_02_C,node_07_C,Normal,4302,1,0,4
node_25_B,node_05_B,Normal,142,1,0,4
node_08_A,node_22_B,Normal,1326,1,0,2
node_16_C,node_10_B,Normal,418,1,0,4
node_26_C,node_19_A,Normal,9,1,1,3
node_19_A,node_16_B,Normal,68,1,0,2
node_06_A,node_23_A,Normal,2826,1,0,1
node_21_A,node_20_A,Normal,175,1,0,1
node_05_B,node_27_C,Normal,7998,1,0,4
node_21_A,node_04_B,Normal,2809,1,0,2
node_20_A,node_19_C,Normal,14,1,1,2
node_06_A,node_04_B,Normal,4159,1,0,2
node_18_A,node_05_B,Normal,136,1,0,2
node_22_C,node_09_A,Normal,204,1,0,3
node_13_A,node_10_A,Normal,409,1,0,1
node_07_B,node_19_A,Normal,1,1,1,3
node_12_B,node_14_A,Normal,560,1,0,3
node_04_A,node_10_C,Normal,2151,1,0,2
node_02_B,node_18_B,Normal,113,1,1,4
node_05_B,node_02_A,Normal,1014,1,0,3
node_14_B,node_20_A,Normal,9256,1,0,3
node_02_C,node_05_B,Normal,10893,1,0,4
node_06_B,node_11_C,Normal,569,1,0,4
node_04_C,node_11_C,Normal,3462,1,0,4
node_22_C,node_11_C,Normal,186,1,0,4
node_17_B,node_04_A,Normal,1200,1,0,3
node_08_C,node_12_B,Normal,857,1,0,4
node_11_A,node_26_A,Normal,1311,1,0,1
