code,fullplan,cnt,FastRequest,NormalRequest,extra
node_01_A,"[('node_01_A', 'node_27_C')]",1,0,6174,0.0
node_01_A,"[('node_01_A', 'node_09_C')]",1,0,1500,0.0
node_01_A,"[('node_01_A', 'node_02_B')]",1,0,1326,0.0
node_01_A,"[('node_01_A', 'node_20_B')]",1,0,2010,0.0
node_01_A,"[('node_01_A', 'node_17_B')]",1,31,0,1.0
node_01_A,"[('node_01_A', 'node_05_C')]",1,14,0,1.0
node_01_A,"[('node_01_A', 'node_08_A')]",1,79,0,1.0
node_01_A,"[('node_01_A', 'node_26_A')]",1,43,0,1.0
node_01_A,"[('node_01_A', 'node_11_C')]",1,77,0,1.0
node_01_A,"[('node_01_A', 'node_06_C')]",1,4,0,1.0
node_01_A,"[('node_01_A', 'node_04_C')]",1,101,0,1.0
node_01_A,"[('node_01_A', 'node_25_C')]",1,52,0,1.0
node_01_A,"[('node_01_A', 'node_26_B')]",1,10,0,1.0
node_01_A,"[('node_01_A', 'node_18_B')]",1,2,0,1.0
node_01_A,"[('node_01_A', 'node_09_B')]",1,105,0,1.0
node_01_A,"[('node_01_A', 'node_17_C')]",1,25,0,1.0
node_01_A,"[('node_01_A', 'node_23_B')]",1,19,0,1.0
node_01_A,"[('node_01_A', 'node_06_A')]",1,34,0,1.0
node_01_A,"[('node_01_A', 'node_13_B')]",1,11,0,1.0
node_01_A,"[('node_01_A', 'node_26_C')]",1,31,0,1.0
node_01_A,"[('node_01_A', 'node_10_C')]",1,11,0,1.0
node_01_A,"[('node_01_A', 'node_25_A')]",1,77,0,1.0
node_01_A,"[('node_01_A', 'node_16_C')]",1,18,0,1.0
node_01_A,"[('node_01_A', 'node_20_A')]",1,71,0,1.0
node_01_A,"[('node_01_A', 'node_21_B')]",1,43,0,1.0
node_01_A,"[('node_01_A', 'node_12_B')]",1,66,0,1.0
node_01_A,"[('node_01_A', 'node_17_A')]",1,18,0,1.0
node_01_A,"[('node_01_A', 'node_05_B')]",1,77,0,1.0
node_01_A,"[('node_01_A', 'node_02_A')]",1,63,0,1.0
node_01_A,"[('node_01_A', 'node_21_C')]",1,44,0,1.0
node_01_A,"[('node_01_A', 'node_25_B')]",1,84,0,1.0
node_01_A,"[('node_01_A', 'node_06_B')]",1,26,0,1.0
node_01_A,"[('node_01_A', 'node_02_C')]",1,89,0,1.0
node_01_A,"[('node_01_A', 'node_08_C')]",1,22,0,1.0
node_01_A,"[('node_01_A', 'node_10_B')]",1,24,0,1.0
node_01_A,"[('node_01_A', 'node_09_A')]",1,104,0,1.0
node_01_A,"[('node_01_A', 'node_03_A')]",1,23,0,1.0
node_01_A,"[('node_01_A', 'node_14_B')]",1,9,0,1.0
node_01_A,"[('node_01_A', 'node_22_C')]",1,17,0,1.0
node_01_A,"[('node_01_A', 'node_03_C')]",1,23,0,1.0
node_01_A,"[('node_01_A', 'node_07_B')]",1,20,0,1.0
node_01_A,"[('node_01_A', 'node_24_C')]",1,0,9,1.0
node_01_A,"[('node_01_A', 'node_24_A')]",1,10,0,1.0
node_01_A,"[('node_01_A', 'node_24_A')]",1,0,20,1.0
node_01_A,"[('node_01_A', 'node_16_A')]",1,52,0,1.0
node_01_A,"[('node_01_A', 'node_18_A')]",1,12,0,1.0
node_01_A,"[('node_01_A', 'node_18_C')]",1,2,0,1.0
node_01_A,"[('node_01_A', 'node_12_C')]",1,40,0,1.0
node_01_A,"[('node_01_A', 'node_22_A')]",1,101,0,1.0
node_01_A,"[('node_01_A', 'node_07_C')]",1,25,0,1.0
node_01_A,"[('node_01_A', 'node_11_B')]",1,58,0,1.0
node_01_A,"[('node_01_A', 'node_13_C')]",1,3,0,1.0
node_01_A,"[('node_01_A', 'node_22_B')]",1,19,0,1.0
node_01_A,"[('node_01_A', 'node_27_B')]",1,1,0,1.0
node_01_A,"[('node_01_A', 'node_12_A')]",1,95,0,1.0
node_01_A,"[('node_01_A', 'node_10_A')]",1,33,0,1.0
node_01_A,"[('node_01_A', 'node_03_B')]",1,18,0,1.0
node_01_A,"[('node_01_A', 'node_23_C')]",1,63,0,1.0
node_01_A,"[('node_01_A', 'node_16_B')]",1,54,0,1.0
node_01_A,"[('node_01_A', 'node_27_C')]",1,3,0,1.0
node_01_A,"[('node_01_A', 'node_21_A')]",1,33,0,1.0
node_01_A,"[('node_01_A', 'node_24_B')]",1,1,0,1.0
node_01_A,"[('node_01_A', 'node_24_B')]",1,0,26,1.0
node_01_A,"[('node_01_A', 'node_09_C')]",1,84,0,1.0
node_01_A,"[('node_01_A', 'node_13_A')]",1,28,0,1.0
node_01_A,"[('node_01_A', 'node_02_B')]",1,100,0,1.0
node_01_A,"[('node_01_A', 'node_19_A')]",1,22,0,1.0
node_01_A,"[('node_01_A', 'node_19_B')]",1,3,0,1.0
node_01_B,"[('node_01_B', 'node_23_C')]",1,0,3142,0.0
node_01_B,"[('node_01_B', 'node_06_B')]",1,0,1249,0.0
node_01_B,"[('node_01_B', 'node_02_C')]",1,0,3633,0.0
node_01_B,"[('node_01_B', 'node_27_C')]",1,0,8074,0.0
node_01_B,"[('node_01_B', 'node_09_A')]",1,0,967,0.0
node_01_B,"[('node_01_B', 'node_09_C')]",1,0,1301,0.0
node_01_B,"[('node_01_B', 'node_02_B')]",1,0,2260,0.0
node_01_B,"[('node_01_B', 'node_08_B')]",1,0,4663,0.0
node_01_B,"[('node_01_B', 'node_14_B')]",1,0,12202,0.0
node_01_B,"[('node_01_B', 'node_16_A')]",1,0,1835,0.0
node_01_B,"[('node_01_B', 'node_27_A')]",1,0,5440,0.0
node_01_B,"[('node_01_B', 'node_11_C')]",1,0,920,0.0
node_01_B,"[('node_01_B', 'node_04_C')]",1,0,3270,0.0
node_01_B,"[('node_01_B', 'node_04_A')]",1,0,5459,0.0
node_01_B,"[('node_01_B', 'node_09_B')]",1,0,1942,0.0
node_01_B,"[('node_01_B', 'node_27_B')]",1,0,11499,0.0
node_01_B,"[('node_01_B', 'node_23_B')]",1,0,1250,0.0
node_01_B,"[('node_01_B', 'node_04_B')]",1,829,0,0.0
node_01_B,"[('node_01_B', 'node_04_B')]",1,0,14827,0.0
node_01_B,"[('node_01_B', 'node_16_B')]",1,0,1942,0.0
node_01_B,"[('node_01_B', 'node_14_A')]",1,0,3308,0.0
node_01_B,"[('node_01_B', 'node_16_C')]",1,0,1096,0.0
node_01_B,"[('node_01_B', 'node_12_B')]",1,0,2226,0.0
node_01_B,"[('node_01_B', 'node_20_B')]",1,0,1750,0.0
node_01_B,"[('node_01_B', 'node_20_C')]",1,0,1685,0.0
node_01_B,"[('node_01_B', 'node_05_B')]",1,0,2961,0.0
node_01_B,"[('node_01_B', 'node_02_A')]",1,0,1535,0.0
node_01_B,"[('node_01_B', 'node_08_C')]",1,0,1139,0.0
node_01_B,"[('node_01_B', 'node_26_A')]",1,0,1317,0.0
node_01_B,"[('node_01_B', 'node_11_A')]",1,0,1314,0.0
node_01_B,"[('node_01_B', 'node_22_C')]",1,0,887,0.0
node_01_B,"[('node_01_B', 'node_14_C')]",1,0,2976,0.0
node_01_B,"[('node_01_B', 'node_26_C')]",1,0,1471,0.0
node_01_B,"[('node_01_B', 'node_12_C')]",1,0,1648,0.0
node_01_B,"[('node_01_B', 'node_22_A')]",1,0,1457,0.0
node_01_B,"[('node_01_B', 'node_07_C')]",1,0,1154,0.0
node_01_B,"[('node_01_B', 'node_12_A')]",1,0,1390,0.0
node_01_B,"[('node_01_B', 'node_23_C')]",1,68,0,1.0
node_01_B,"[('node_01_B', 'node_06_B')]",1,47,0,1.0
node_01_B,"[('node_01_B', 'node_02_C')]",1,130,0,1.0
node_01_B,"[('node_01_B', 'node_27_C')]",1,8,0,1.0
node_01_B,"[('node_01_B', 'node_09_A')]",1,71,0,1.0
node_01_B,"[('node_01_B', 'node_03_A')]",1,13,0,1.0
node_01_B,"[('node_01_B', 'node_24_B')]",1,3,0,1.0
node_01_B,"[('node_01_B', 'node_24_B')]",1,0,14,1.0
node_01_B,"[('node_01_B', 'node_09_C')]",1,67,0,1.0
node_01_B,"[('node_01_B', 'node_13_A')]",1,34,0,1.0
node_01_B,"[('node_01_B', 'node_02_B')]",1,104,0,1.0
node_01_B,"[('node_01_B', 'node_19_A')]",1,29,0,1.0
node_01_B,"[('node_01_B', 'node_14_B')]",1,8,0,1.0
node_01_B,"[('node_01_B', 'node_19_B')]",1,4,0,1.0
node_01_B,"[('node_01_B', 'node_24_A')]",1,6,0,1.0
node_01_B,"[('node_01_B', 'node_24_A')]",1,0,18,1.0
node_01_B,"[('node_01_B', 'node_16_A')]",1,40,0,1.0
node_01_B,"[('node_01_B', 'node_05_C')]",1,13,0,1.0
node_01_B,"[('node_01_B', 'node_08_A')]",1,73,0,1.0
node_01_B,"[('node_01_B', 'node_18_A')]",1,12,0,1.0
node_01_B,"[('node_01_B', 'node_11_C')]",1,82,0,1.0
node_01_B,"[('node_01_B', 'node_06_C')]",1,6,0,1.0
node_01_B,"[('node_01_B', 'node_04_C')]",1,120,0,1.0
node_01_B,"[('node_01_B', 'node_25_C')]",1,39,0,1.0
node_01_B,"[('node_01_B', 'node_09_B')]",1,102,0,1.0
node_01_B,"[('node_01_B', 'node_13_C')]",1,8,0,1.0
node_01_B,"[('node_01_B', 'node_15_A')]",1,87,0,1.0
node_01_B,"[('node_01_B', 'node_22_B')]",1,31,0,1.0
node_01_B,"[('node_01_B', 'node_27_B')]",1,6,0,1.0
node_01_B,"[('node_01_B', 'node_23_B')]",1,22,0,1.0
node_01_B,"[('node_01_B', 'node_06_A')]",1,24,0,1.0
node_01_B,"[('node_01_B', 'node_10_C')]",1,17,0,1.0
node_01_B,"[('node_01_B', 'node_25_A')]",1,52,0,1.0
node_01_B,"[('node_01_B', 'node_10_A')]",1,31,0,1.0
node_01_B,"[('node_01_B', 'node_16_B')]",1,59,0,1.0
node_01_B,"[('node_01_B', 'node_14_A')]",1,1,0,1.0
node_01_B,"[('node_01_B', 'node_19_C')]",1,1,0,1.0
node_01_B,"[('node_01_B', 'node_16_C')]",1,13,0,1.0
node_01_B,"[('node_01_B', 'node_20_A')]",1,45,0,1.0
node_01_B,"[('node_01_B', 'node_21_A')]",1,29,0,1.0
node_01_B,"[('node_01_B', 'node_21_B')]",1,47,0,1.0
node_01_B,"[('node_01_B', 'node_12_B')]",1,48,0,1.0
node_01_B,"[('node_01_B', 'node_17_A')]",1,16,0,1.0
node_01_B,"[('node_01_B', 'node_05_B')]",1,72,0,1.0
node_01_B,"[('node_01_B', 'node_02_A')]",1,56,0,1.0
node_01_B,"[('node_01_B', 'node_21_C')]",1,49,0,1.0
node_01_B,"[('node_01_B', 'node_25_B')]",1,80,0,1.0
node_01_B,"[('node_01_B', 'node_17_B')]",1,36,0,1.0
node_01_B,"[('node_01_B', 'node_08_C')]",1,30,0,1.0
node_01_B,"[('node_01_B', 'node_26_A')]",1,38,0,1.0
node_01_B,"[('node_01_B', 'node_10_B')]",1,32,0,1.0
node_01_B,"[('node_01_B', 'node_26_B')]",1,10,0,1.0
node_01_B,"[('node_01_B', 'node_18_B')]",1,4,0,1.0
node_01_B,"[('node_01_B', 'node_22_C')]",1,34,0,1.0
node_01_B,"[('node_01_B', 'node_03_C')]",1,31,0,1.0
node_01_B,"[('node_01_B', 'node_07_B')]",1,17,0,1.0
node_01_B,"[('node_01_B', 'node_24_C')]",1,3,0,1.0
node_01_B,"[('node_01_B', 'node_24_C')]",1,0,10,1.0
node_01_B,"[('node_01_B', 'node_17_C')]",1,33,0,1.0
node_01_B,"[('node_01_B', 'node_13_B')]",1,12,0,1.0
node_01_B,"[('node_01_B', 'node_26_C')]",1,37,0,1.0
node_01_B,"[('node_01_B', 'node_12_C')]",1,41,0,1.0
node_01_B,"[('node_01_B', 'node_22_A')]",1,94,0,1.0
node_01_B,"[('node_01_B', 'node_07_C')]",1,23,0,1.0
node_01_B,"[('node_01_B', 'node_11_B')]",1,62,0,1.0
node_01_B,"[('node_01_B', 'node_12_A')]",1,65,0,1.0
node_01_B,"[('node_01_B', 'node_03_B')]",1,21,0,1.0
node_01_B,[],0,0,0,1.0
node_01_C,"[('node_01_C', 'node_15_B')]",1,0,879,0.0
node_01_C,"[('node_01_C', 'node_12_B')]",1,0,2008,0.0
node_01_C,"[('node_01_C', 'node_20_B')]",1,0,2896,0.0
node_01_C,"[('node_01_C', 'node_20_C')]",1,0,2718,0.0
node_01_C,"[('node_01_C', 'node_05_B')]",1,0,2190,0.0
node_01_C,"[('node_01_C', 'node_02_A')]",1,0,1537,0.0
node_01_C,"[('node_01_C', 'node_08_C')]",1,0,1071,0.0
node_01_C,"[('node_01_C', 'node_11_A')]",1,0,1801,0.0
node_01_C,"[('node_01_C', 'node_08_B')]",1,0,3787,0.0
node_01_C,"[('node_01_C', 'node_22_C')]",1,0,936,0.0
node_01_C,"[('node_01_C', 'node_14_C')]",1,0,4445,0.0
node_01_C,"[('node_01_C', 'node_26_C')]",1,0,1253,0.0
node_01_C,"[('node_01_C', 'node_12_C')]",1,0,1361,0.0
node_01_C,"[('node_01_C', 'node_22_A')]",1,0,2097,0.0
node_01_C,"[('node_01_C', 'node_11_B')]",1,0,1207,0.0
node_01_C,"[('node_01_C', 'node_12_A')]",1,0,1101,0.0
node_01_C,"[('node_01_C', 'node_23_C')]",1,0,1862,0.0
node_01_C,"[('node_01_C', 'node_06_B')]",1,0,1390,0.0
node_01_C,"[('node_01_C', 'node_02_C')]",1,0,3501,0.0
node_01_C,"[('node_01_C', 'node_27_C')]",1,0,12928,0.0
node_01_C,"[('node_01_C', 'node_09_A')]",1,0,1683,0.0
node_01_C,"[('node_01_C', 'node_09_C')]",1,0,2581,0.0
node_01_C,"[('node_01_C', 'node_02_B')]",1,0,2090,0.0
node_01_C,"[('node_01_C', 'node_14_B')]",1,0,18674,0.0
node_01_C,"[('node_01_C', 'node_27_A')]",1,0,8800,0.0
node_01_C,"[('node_01_C', 'node_11_C')]",1,0,1473,0.0
node_01_C,"[('node_01_C', 'node_04_C')]",1,0,2570,0.0
node_01_C,"[('node_01_C', 'node_04_A')]",1,0,5230,0.0
node_01_C,"[('node_01_C', 'node_09_B')]",1,0,3595,0.0
node_01_C,"[('node_01_C', 'node_22_B')]",1,0,768,0.0
node_01_C,"[('node_01_C', 'node_27_B')]",1,0,17193,0.0
node_01_C,"[('node_01_C', 'node_23_A')]",1,0,2643,0.0
node_01_C,"[('node_01_C', 'node_04_B')]",1,958,0,0.0
node_01_C,"[('node_01_C', 'node_04_B')]",1,0,14406,0.0
node_01_C,"[('node_01_C', 'node_16_B')]",1,0,977,0.0
node_01_C,"[('node_01_C', 'node_14_A')]",1,0,3721,0.0
node_01_C,"[('node_01_C', 'node_20_A')]",1,0,1069,0.0
node_01_C,"[('node_01_C', 'node_21_B')]",1,60,0,1.0
node_01_C,"[('node_01_C', 'node_12_B')]",1,72,0,1.0
node_01_C,"[('node_01_C', 'node_17_A')]",1,17,0,1.0
node_01_C,"[('node_01_C', 'node_05_B')]",1,73,0,1.0
node_01_C,"[('node_01_C', 'node_02_A')]",1,65,0,1.0
node_01_C,"[('node_01_C', 'node_21_C')]",1,75,0,1.0
node_01_C,"[('node_01_C', 'node_25_B')]",1,86,0,1.0
node_01_C,"[('node_01_C', 'node_17_B')]",1,47,0,1.0
node_01_C,"[('node_01_C', 'node_08_C')]",1,33,0,1.0
node_01_C,"[('node_01_C', 'node_26_A')]",1,43,0,1.0
node_01_C,"[('node_01_C', 'node_10_B')]",1,48,0,1.0
node_01_C,"[('node_01_C', 'node_03_A')]",1,57,0,1.0
node_01_C,"[('node_01_C', 'node_26_B')]",1,19,0,1.0
node_01_C,"[('node_01_C', 'node_18_B')]",1,6,0,1.0
node_01_C,"[('node_01_C', 'node_22_C')]",1,44,0,1.0
node_01_C,"[('node_01_C', 'node_03_C')]",1,59,0,1.0
node_01_C,"[('node_01_C', 'node_07_B')]",1,26,0,1.0
node_01_C,"[('node_01_C', 'node_24_C')]",1,0,2,1.0
node_01_C,"[('node_01_C', 'node_14_C')]",1,2,0,1.0
node_01_C,"[('node_01_C', 'node_16_A')]",1,44,0,1.0
node_01_C,"[('node_01_C', 'node_13_B')]",1,22,0,1.0
node_01_C,"[('node_01_C', 'node_18_A')]",1,20,0,1.0
node_01_C,"[('node_01_C', 'node_18_C')]",1,3,0,1.0
node_01_C,"[('node_01_C', 'node_26_C')]",1,51,0,1.0
node_01_C,"[('node_01_C', 'node_12_C')]",1,57,0,1.0
node_01_C,"[('node_01_C', 'node_22_A')]",1,143,0,1.0
node_01_C,"[('node_01_C', 'node_07_C')]",1,41,0,1.0
node_01_C,"[('node_01_C', 'node_11_B')]",1,87,0,1.0
node_01_C,"[('node_01_C', 'node_12_A')]",1,86,0,1.0
node_01_C,"[('node_01_C', 'node_03_B')]",1,40,0,1.0
node_01_C,"[('node_01_C', 'node_23_C')]",1,60,0,1.0
node_01_C,"[('node_01_C', 'node_06_B')]",1,50,0,1.0
node_01_C,"[('node_01_C', 'node_02_C')]",1,132,0,1.0
node_01_C,"[('node_01_C', 'node_27_C')]",1,5,0,1.0
node_01_C,"[('node_01_C', 'node_09_A')]",1,107,0,1.0
node_01_C,"[('node_01_C', 'node_24_B')]",1,3,0,1.0
node_01_C,"[('node_01_C', 'node_24_B')]",1,0,2,1.0
node_01_C,"[('node_01_C', 'node_09_C')]",1,137,0,1.0
node_01_C,"[('node_01_C', 'node_13_A')]",1,41,0,1.0
node_01_C,"[('node_01_C', 'node_02_B')]",1,122,0,1.0
node_01_C,"[('node_01_C', 'node_19_A')]",1,44,0,1.0
node_01_C,"[('node_01_C', 'node_14_B')]",1,13,0,1.0
node_01_C,"[('node_01_C', 'node_19_B')]",1,9,0,1.0
node_01_C,"[('node_01_C', 'node_24_A')]",1,11,0,1.0
node_01_C,"[('node_01_C', 'node_24_A')]",1,0,3,1.0
node_01_C,"[('node_01_C', 'node_05_C')]",1,20,0,1.0
node_01_C,"[('node_01_C', 'node_27_A')]",1,1,0,1.0
node_01_C,"[('node_01_C', 'node_08_A')]",1,108,0,1.0
node_01_C,"[('node_01_C', 'node_11_C')]",1,72,0,1.0
node_01_C,"[('node_01_C', 'node_06_C')]",1,14,0,1.0
node_01_C,"[('node_01_C', 'node_04_C')]",1,134,0,1.0
node_01_C,"[('node_01_C', 'node_25_C')]",1,58,0,1.0
node_01_C,"[('node_01_C', 'node_09_B')]",1,160,0,1.0
node_01_C,"[('node_01_C', 'node_13_C')]",1,13,0,1.0
node_01_C,"[('node_01_C', 'node_15_A')]",1,114,0,1.0
node_01_C,"[('node_01_C', 'node_17_C')]",1,34,0,1.0
node_01_C,"[('node_01_C', 'node_22_B')]",1,38,0,1.0
node_01_C,"[('node_01_C', 'node_27_B')]",1,5,0,1.0
node_01_C,"[('node_01_C', 'node_23_B')]",1,26,0,1.0
node_01_C,"[('node_01_C', 'node_06_A')]",1,35,0,1.0
node_01_C,"[('node_01_C', 'node_10_C')]",1,31,0,1.0
node_01_C,"[('node_01_C', 'node_25_A')]",1,81,0,1.0
node_01_C,"[('node_01_C', 'node_10_A')]",1,43,0,1.0
node_01_C,"[('node_01_C', 'node_16_B')]",1,84,0,1.0
node_01_C,"[('node_01_C', 'node_14_A')]",1,5,0,1.0
node_01_C,"[('node_01_C', 'node_19_C')]",1,2,0,1.0
node_01_C,"[('node_01_C', 'node_16_C')]",1,32,0,1.0
node_01_C,"[('node_01_C', 'node_20_A')]",1,62,0,1.0
node_01_C,"[('node_01_C', 'node_21_A')]",1,43,0,1.0
node_02_A,"[('node_02_A', 'node_27_B')]",1,0,7091,0.0
node_02_A,"[('node_02_A', 'node_23_C')]",1,0,770,0.0
node_02_A,"[('node_02_A', 'node_14_A')]",1,0,749,0.0
node_02_A,"[('node_02_A', 'node_09_C')]",1,0,751,0.0
node_02_A,"[('node_02_A', 'node_20_B')]",1,0,1039,0.0
node_02_A,"[('node_02_A', 'node_20_C')]",1,0,854,0.0
node_02_A,"[('node_02_A', 'node_11_C')]",1,0,774,0.0
node_02_A,"[('node_02_A', 'node_04_C')]",1,0,1650,0.0
node_02_A,"[('node_02_A', 'node_04_A')]",1,0,4828,0.0
node_02_A,"[('node_02_A', 'node_09_B')]",1,0,943,0.0
node_02_A,"[('node_02_A', 'node_23_A')]",1,0,1353,0.0
node_02_A,"[('node_02_A', 'node_04_B')]",1,1310,0,0.0
node_02_A,"[('node_02_A', 'node_04_B')]",1,0,14459,0.0
node_02_A,"[('node_02_A', 'node_12_B')]",1,0,1016,0.0
node_02_A,"[('node_02_A', 'node_05_B')]",1,0,1191,0.0
node_02_A,"[('node_02_A', 'node_06_B')]",1,0,701,0.0
node_02_A,"[('node_02_A', 'node_27_C')]",1,0,4999,0.0
node_02_A,"[('node_02_A', 'node_09_A')]",1,0,580,0.0
node_02_A,"[('node_02_A', 'node_08_B')]",1,0,1690,0.0
node_02_A,"[('node_02_A', 'node_14_B')]",1,0,4320,0.0
node_02_A,"[('node_02_A', 'node_14_C')]",1,0,885,0.0
node_02_A,"[('node_02_A', 'node_27_A')]",1,0,3162,0.0
node_02_A,"[('node_02_A', 'node_01_C')]",1,0,675,0.0
node_02_A,"[('node_02_A', 'node_22_A')]",1,0,934,0.0
node_02_A,"[('node_02_A', 'node_01_B')]",1,0,814,0.0
node_02_A,"[('node_02_A', 'node_22_B')]",1,36,0,1.0
node_02_A,"[('node_02_A', 'node_23_B')]",1,45,0,1.0
node_02_A,"[('node_02_A', 'node_06_A')]",1,59,0,1.0
node_02_A,"[('node_02_A', 'node_10_A')]",1,49,0,1.0
node_02_A,"[('node_02_A', 'node_03_B')]",1,42,0,1.0
node_02_A,"[('node_02_A', 'node_23_C')]",1,113,0,1.0
node_02_A,"[('node_02_A', 'node_21_A')]",1,56,0,1.0
node_02_A,"[('node_02_A', 'node_24_B')]",1,1,0,1.0
node_02_A,"[('node_02_A', 'node_24_B')]",1,0,3,1.0
node_02_A,"[('node_02_A', 'node_09_C')]",1,60,0,1.0
node_02_A,"[('node_02_A', 'node_21_B')]",1,43,0,1.0
node_02_A,"[('node_02_A', 'node_19_A')]",1,41,0,1.0
node_02_A,"[('node_02_A', 'node_01_A')]",1,112,0,1.0
node_02_A,"[('node_02_A', 'node_19_B')]",1,4,0,1.0
node_02_A,"[('node_02_A', 'node_19_B')]",1,0,16,1.0
node_02_A,"[('node_02_A', 'node_25_B')]",1,87,0,1.0
node_02_A,"[('node_02_A', 'node_17_B')]",1,75,0,1.0
node_02_A,"[('node_02_A', 'node_05_C')]",1,23,0,1.0
node_02_A,"[('node_02_A', 'node_08_A')]",1,97,0,1.0
node_02_A,"[('node_02_A', 'node_26_A')]",1,87,0,1.0
node_02_A,"[('node_02_A', 'node_11_C')]",1,86,0,1.0
node_02_A,"[('node_02_A', 'node_06_C')]",1,15,0,1.0
node_02_A,"[('node_02_A', 'node_26_B')]",1,30,0,1.0
node_02_A,"[('node_02_A', 'node_18_B')]",1,14,0,1.0
node_02_A,"[('node_02_A', 'node_18_B')]",1,0,32,1.0
node_02_A,"[('node_02_A', 'node_09_B')]",1,92,0,1.0
node_02_A,"[('node_02_A', 'node_03_C')]",1,46,0,1.0
node_02_A,"[('node_02_A', 'node_07_B')]",1,35,0,1.0
node_02_A,"[('node_02_A', 'node_24_C')]",1,2,0,1.0
node_02_A,"[('node_02_A', 'node_17_C')]",1,74,0,1.0
node_02_A,"[('node_02_A', 'node_13_B')]",1,25,0,1.0
node_02_A,"[('node_02_A', 'node_26_C')]",1,72,0,1.0
node_02_A,"[('node_02_A', 'node_12_C')]",1,68,0,1.0
node_02_A,"[('node_02_A', 'node_10_C')]",1,19,0,1.0
node_02_A,"[('node_02_A', 'node_25_A')]",1,104,0,1.0
node_02_A,"[('node_02_A', 'node_19_C')]",1,3,0,1.0
node_02_A,"[('node_02_A', 'node_19_C')]",1,0,4,1.0
node_02_A,"[('node_02_A', 'node_16_C')]",1,40,0,1.0
node_02_A,"[('node_02_A', 'node_20_A')]",1,97,0,1.0
node_02_A,"[('node_02_A', 'node_12_B')]",1,91,0,1.0
node_02_A,"[('node_02_A', 'node_17_A')]",1,36,0,1.0
node_02_A,"[('node_02_A', 'node_12_A')]",1,119,0,1.0
node_02_A,"[('node_02_A', 'node_06_B')]",1,78,0,1.0
node_02_A,"[('node_02_A', 'node_08_C')]",1,50,0,1.0
node_02_A,"[('node_02_A', 'node_10_B')]",1,49,0,1.0
node_02_A,"[('node_02_A', 'node_09_A')]",1,105,0,1.0
node_02_A,"[('node_02_A', 'node_03_A')]",1,76,0,1.0
node_02_A,"[('node_02_A', 'node_13_A')]",1,37,0,1.0
node_02_A,"[('node_02_A', 'node_22_C')]",1,50,0,1.0
node_02_A,"[('node_02_A', 'node_24_A')]",1,10,0,1.0
node_02_A,"[('node_02_A', 'node_24_A')]",1,0,3,1.0
node_02_A,"[('node_02_A', 'node_16_A')]",1,90,0,1.0
node_02_A,"[('node_02_A', 'node_18_A')]",1,30,0,1.0
node_02_A,"[('node_02_A', 'node_18_C')]",1,4,0,1.0
node_02_A,"[('node_02_A', 'node_18_C')]",1,0,38,1.0
node_02_A,"[('node_02_A', 'node_25_C')]",1,51,0,1.0
node_02_A,"[('node_02_A', 'node_07_C')]",1,62,0,1.0
node_02_A,"[('node_02_A', 'node_11_B')]",1,69,0,1.0
node_02_A,"[('node_02_A', 'node_13_C')]",1,8,0,1.0
node_02_B,"[('node_02_B', 'node_11_C')]",1,0,1748,0.0
node_02_B,"[('node_02_B', 'node_04_C')]",1,0,4065,0.0
node_02_B,"[('node_02_B', 'node_04_A')]",1,1433,0,0.0
