ID,code,plan,cnt,fast_product_quantity,normal_product_quantity
23,node_01_A,"(node_01_A,node_26_C)",1,0,1061
24,node_01_A,"(node_01_B,node_18_C)¡¢(node_01_A,node_18_C)¡¢(node_01_C,node_18_C)",1,0,348
25,node_01_A,"(node_01_C,node_16_C)¡¢(node_01_A,node_16_C)",1,0,909
26,node_01_A,"(node_01_A,node_06_B)",1,0,944
27,node_01_A,"(node_01_B,node_21_C)¡¢(node_01_A,node_21_C)¡¢(node_01_C,node_21_C)",1,0,1204
28,node_01_A,"(node_01_A,node_22_C)",1,0,711
29,node_01_A,"(node_01_A,node_12_A)",1,0,955
30,node_01_A,"(node_01_A,node_11_C)",1,0,1121
31,node_01_A,"(node_01_C,node_10_A)¡¢(node_01_B,node_10_A)¡¢(node_01_A,node_10_A)",1,0,1168
32,node_01_A,"(node_01_A,node_23_C)",1,0,1796
33,node_01_A,"(node_01_A,node_23_B)",1,0,634
34,node_01_A,"(node_01_A,node_26_B)¡¢(node_01_C,node_26_B)¡¢(node_01_B,node_26_B)",1,0,1306
35,node_01_A,"(node_01_A,node_05_B)",1,0,1421
36,node_01_A,"(node_01_C,node_25_A)¡¢(node_01_B,node_25_A)¡¢(node_01_A,node_25_A)",1,0,298
37,node_01_A,"(node_01_A,node_12_C)",1,0,998
38,node_01_A,"(node_01_A,node_09_B)",1,0,1928
39,node_01_A,"(node_01_A,node_25_C)¡¢(node_01_C,node_25_C)¡¢(node_01_B,node_25_C)",1,0,537
40,node_01_A,"(node_01_A,node_03_A)¡¢(node_01_C,node_03_A)¡¢(node_01_B,node_03_A)",1,0,1059
41,node_01_A,"(node_01_A,node_22_A)",1,0,1557
42,node_01_A,"(node_01_C,node_18_A)¡¢(node_01_B,node_18_A)¡¢(node_01_A,node_18_A)",1,0,1016
43,node_01_A,"(node_01_A,node_16_B)",1,0,859
44,node_01_A,"(node_01_B,node_06_A)¡¢(node_01_A,node_06_A)¡¢(node_01_C,node_06_A)",1,0,1884
45,node_01_A,"(node_01_C,node_26_A)¡¢(node_01_A,node_26_A)",1,0,1470
46,node_01_A,"(node_01_B,node_22_B)¡¢(node_01_A,node_22_B)",1,0,1340
47,node_01_A,"(node_01_A,node_08_C)",1,0,734
48,node_01_A,"(node_01_A,node_25_B)¡¢(node_01_C,node_25_B)¡¢(node_01_B,node_25_B)",1,0,546
49,node_01_A,"(node_01_C,node_08_B)¡¢(node_01_B,node_08_B)¡¢(node_01_A,node_08_B)",1,592,0
50,node_01_A,"(node_01_A,node_08_B)",1,0,3059
51,node_01_A,"(node_01_A,node_18_B)¡¢(node_01_C,node_18_B)¡¢(node_01_B,node_18_B)",1,0,483
52,node_01_A,"(node_01_C,node_03_C)¡¢(node_01_B,node_03_C)¡¢(node_01_A,node_03_C)",1,0,1306
53,node_01_A,"(node_01_A,node_07_B)¡¢(node_01_C,node_07_B)¡¢(node_01_B,node_07_B)",1,0,1347
54,node_01_A,"(node_01_A,node_12_B)",1,0,1340
55,node_01_A,"(node_01_C,node_06_C)¡¢(node_01_B,node_06_C)¡¢(node_01_A,node_06_C)",1,0,863
56,node_01_A,"(node_01_B,node_17_B)¡¢(node_01_A,node_17_B)¡¢(node_01_C,node_17_B)",1,0,1323
57,node_01_A,"(node_01_A,node_15_A)¡¢(node_01_C,node_15_A)¡¢(node_01_B,node_15_A)",1,0,649
58,node_01_A,"(node_01_A,node_14_B)",1,0,10289
59,node_01_A,"(node_01_A,node_04_A)¡¢(node_01_C,node_04_A)¡¢(node_01_B,node_04_A)",1,695,0
60,node_01_A,"(node_01_A,node_04_A)",1,0,3819
61,node_01_A,"(node_01_A,node_27_C)",1,0,6174
62,node_01_A,"(node_01_B,node_11_B)¡¢(node_01_A,node_11_B)",1,0,1789
63,node_01_A,"(node_01_A,node_04_C)",1,0,1716
64,node_01_A,"(node_01_A,node_04_B)",1,724,0
65,node_01_A,"(node_01_A,node_04_B)",1,0,9765
66,node_01_A,"(node_01_A,node_20_A)¡¢(node_01_B,node_20_A)",1,0,1447
67,node_01_A,"(node_01_A,node_05_C)¡¢(node_01_C,node_05_C)¡¢(node_01_B,node_05_C)",1,0,1725
68,node_01_A,"(node_01_A,node_02_B)",1,0,1326
69,node_01_A,"(node_01_A,node_20_C)¡¢(node_01_C,node_20_C)¡¢(node_01_B,node_20_C)",1,440,0
70,node_01_A,"(node_01_A,node_20_C)",1,0,1609
71,node_01_A,"(node_01_C,node_20_B)¡¢(node_01_B,node_20_B)¡¢(node_01_A,node_20_B)",1,953,0
72,node_01_A,"(node_01_A,node_20_B)",1,0,2010
73,node_01_A,"(node_01_A,node_03_B)¡¢(node_01_C,node_03_B)¡¢(node_01_B,node_03_B)",1,0,1200
74,node_01_A,"(node_01_A,node_09_C)",1,0,1500
75,node_01_A,"(node_01_C,node_13_B)¡¢(node_01_B,node_13_B)¡¢(node_01_A,node_13_B)",1,0,1057
76,node_01_A,"(node_01_A,node_09_A)",1,0,1188
77,node_01_A,"(node_01_A,node_14_C)",1,0,2567
78,node_01_A,"(node_01_A,node_27_B)",1,0,8711
79,node_01_A,"(node_01_A,node_13_C)¡¢(node_01_C,node_13_C)¡¢(node_01_B,node_13_C)",1,0,591
80,node_01_A,"(node_01_A,node_19_C)¡¢(node_01_C,node_19_C)¡¢(node_01_B,node_19_C)¡¢(node_01_A,node_19_B)¡¢(node_01_A,node_19_A)¡¢(node_01_C,node_19_B)¡¢(node_01_B,node_19_B)¡¢(node_01_B,node_19_A)¡¢(node_01_C,node_19_A)",3,0,449
81,node_01_A,"(node_01_A,node_10_C)",1,11,0
82,node_01_A,"(node_01_A,node_24_A)",1,10,0
83,node_01_A,"(node_01_A,node_24_A)",1,0,20
84,node_01_A,"(node_01_A,node_13_A)",1,28,0
85,node_01_A,"(node_01_A,node_19_B)",1,3,0
86,node_01_A,"(node_01_A,node_21_A)",1,33,0
87,node_01_A,"(node_01_A,node_07_C)",1,25,0
88,node_01_A,"(node_01_A,node_17_A)",1,18,0
89,node_01_A,"(node_01_A,node_19_A)",1,22,0
90,node_01_A,"(node_01_A,node_08_A)",1,79,0
91,node_01_A,"(node_01_A,node_02_A)",1,63,0
92,node_01_A,"(node_01_A,node_10_B)",1,24,0
93,node_01_A,"(node_01_A,node_16_A)",1,52,0
94,node_01_A,"(node_01_A,node_21_B)",1,43,0
95,node_01_A,"(node_01_A,node_02_C)",1,89,0
96,node_01_A,"(node_01_A,node_17_C)",1,25,0
97,node_01_A,"(node_01_A,node_26_C)",1,31,0
98,node_01_A,"(node_01_A,node_18_C)",1,2,0
99,node_01_A,"(node_01_A,node_16_C)",1,18,0
100,node_01_A,"(node_01_A,node_24_C)",1,0,9
101,node_01_A,"(node_01_A,node_06_B)",1,26,0
102,node_01_A,"(node_01_A,node_21_C)",1,44,0
103,node_01_A,"(node_01_A,node_22_C)",1,17,0
104,node_01_A,"(node_01_A,node_12_A)",1,95,0
105,node_01_A,"(node_01_A,node_11_C)",1,77,0
106,node_01_A,"(node_01_A,node_10_A)",1,33,0
107,node_01_A,"(node_01_A,node_23_C)",1,63,0
108,node_01_A,"(node_01_A,node_23_B)",1,19,0
109,node_01_A,"(node_01_A,node_26_B)",1,10,0
110,node_01_A,"(node_01_A,node_05_B)",1,77,0
111,node_01_A,"(node_01_A,node_25_A)",1,77,0
112,node_01_A,"(node_01_A,node_12_C)",1,40,0
113,node_01_A,"(node_01_A,node_09_B)",1,105,0
114,node_01_A,"(node_01_A,node_25_C)",1,52,0
115,node_01_A,"(node_01_A,node_24_B)",1,1,0
116,node_01_A,"(node_01_A,node_24_B)",1,0,26
117,node_01_A,"(node_01_A,node_03_A)",1,23,0
118,node_01_A,"(node_01_A,node_22_A)",1,101,0
119,node_01_A,"(node_01_A,node_18_A)",1,12,0
120,node_01_A,"(node_01_A,node_16_B)",1,54,0
121,node_01_A,"(node_01_A,node_06_A)",1,34,0
122,node_01_A,"(node_01_A,node_26_A)",1,43,0
123,node_01_A,"(node_01_A,node_22_B)",1,19,0
124,node_01_A,"(node_01_A,node_08_C)",1,22,0
125,node_01_A,"(node_01_A,node_25_B)",1,84,0
126,node_01_A,"(node_01_A,node_18_B)",1,2,0
127,node_01_A,"(node_01_A,node_03_C)",1,23,0
128,node_01_A,"(node_01_A,node_07_B)",1,20,0
129,node_01_A,"(node_01_A,node_12_B)",1,66,0
130,node_01_A,"(node_01_A,node_06_C)",1,4,0
131,node_01_A,"(node_01_A,node_17_B)",1,31,0
132,node_01_A,"(node_01_A,node_15_A)",1,107,0
133,node_01_A,"(node_01_A,node_14_B)",1,9,0
134,node_01_A,"(node_01_A,node_27_C)",1,3,0
135,node_01_A,"(node_01_A,node_11_B)",1,58,0
136,node_01_A,"(node_01_A,node_04_C)",1,101,0
137,node_01_A,"(node_01_A,node_20_A)",1,71,0
138,node_01_A,"(node_01_A,node_05_C)",1,14,0
139,node_01_A,"(node_01_A,node_02_B)",1,100,0
140,node_01_A,"(node_01_A,node_03_B)",1,18,0
141,node_01_A,"(node_01_A,node_09_C)",1,84,0
142,node_01_A,"(node_01_A,node_13_B)",1,11,0
143,node_01_A,"(node_01_A,node_09_A)",1,104,0
144,node_01_A,"(node_01_A,node_27_B)",1,1,0
145,node_01_A,"(node_01_A,node_13_C)",1,3,0
146,node_01_B,"(node_01_B,node_07_C)",1,0,1154
147,node_01_B,"(node_01_B,node_02_A)",1,0,1535
148,node_01_B,"(node_01_B,node_02_C)",1,0,3633
149,node_01_B,"(node_01_B,node_26_C)",1,0,1471
150,node_01_B,"(node_01_B,node_16_C)",1,0,1096
151,node_01_B,"(node_01_B,node_06_B)",1,0,1249
152,node_01_B,"(node_01_B,node_20_B)",1,0,1750
153,node_01_B,"(node_01_B,node_22_C)",1,0,887
154,node_01_B,"(node_01_B,node_12_A)",1,0,1390
155,node_01_B,"(node_01_B,node_23_B)",1,0,1250
156,node_01_B,"(node_01_B,node_27_A)",1,0,5440
157,node_01_B,"(node_01_B,node_05_B)",1,0,2961
158,node_01_B,"(node_01_B,node_09_B)",1,0,1942
159,node_01_B,"(node_01_B,node_16_B)",1,0,1942
160,node_01_B,"(node_01_B,node_26_A)",1,0,1317
161,node_01_B,"(node_01_B,node_08_C)",1,0,1139
162,node_01_B,"(node_01_B,node_08_B)",1,0,4663
163,node_01_B,"(node_01_B,node_12_B)",1,0,2226
164,node_01_B,"(node_01_B,node_16_A)",1,0,1835
165,node_01_B,"(node_01_B,node_14_B)",1,0,12202
166,node_01_B,"(node_01_B,node_04_A)",1,0,5459
167,node_01_B,"(node_01_B,node_11_C)",1,0,920
168,node_01_B,"(node_01_B,node_27_C)",1,0,8074
169,node_01_B,"(node_01_B,node_04_C)",1,0,3270
170,node_01_B,"(node_01_B,node_23_C)",1,0,3142
171,node_01_B,"(node_01_B,node_04_B)",1,829,0
172,node_01_B,"(node_01_B,node_04_B)",1,0,14827
173,node_01_B,"(node_01_B,node_02_B)",1,0,2260
174,node_01_B,"(node_01_B,node_20_C)",1,0,1685
175,node_01_B,"(node_01_B,node_12_C)",1,0,1648
176,node_01_B,"(node_01_B,node_09_C)",1,0,1301
177,node_01_B,"(node_01_B,node_09_A)",1,0,967
178,node_01_B,"(node_01_B,node_22_A)",1,0,1457
179,node_01_B,"(node_01_B,node_14_C)",1,0,2976
180,node_01_B,"(node_01_B,node_27_B)",1,0,11499
181,node_01_B,"(node_01_B,node_23_A)",1,0,4222
182,node_01_B,"(node_01_B,node_14_A)",1,0,3308
183,node_01_B,"(node_01_B,node_11_A)",1,0,1314
184,node_01_B,"(node_01_B,node_15_B)¡¢(node_01_B,node_11_A)¡¢(node_01_B,node_08_B)¡¢(node_01_B,node_15_C)¡¢(node_01_B,node_20_B)¡¢(node_01_B,node_04_A)¡¢(node_01_B,node_23_A)¡¢(node_01_B,node_20_C)",8,1353,0
185,node_01_B,"(node_01_B,node_06_A)¡¢(node_01_B,node_13_B)¡¢(node_01_B,node_06_C)¡¢(node_01_B,node_19_B)¡¢(node_01_B,node_10_C)¡¢(node_01_B,node_03_A)¡¢(node_01_B,node_20_A)¡¢(node_01_B,node_21_C)¡¢(node_01_B,node_25_A)¡¢(node_01_B,node_05_C)¡¢(node_01_B,node_26_B)¡¢(node_01_B,node_18_C)¡¢(node_01_B,node_10_A)¡¢(node_01_B,node_08_A)¡¢(node_01_B,node_15_B)¡¢(node_01_B,node_11_B)¡¢(node_01_B,node_17_B)¡¢(node_01_B,node_21_A)¡¢(node_01_B,node_19_A)¡¢(node_01_B,node_15_C)¡¢(node_01_B,node_17_A)¡¢(node_01_B,node_10_B)¡¢(node_01_B,node_21_B)¡¢(node_01_B,node_18_B)¡¢(node_01_B,node_15_A)¡¢(node_01_B,node_07_B)¡¢(node_01_B,node_17_C)¡¢(node_01_B,node_03_C)¡¢(node_01_B,node_22_B)¡¢(node_01_B,node_19_C)¡¢(node_01_B,node_03_B)¡¢(node_01_B,node_13_C)¡¢(node_01_B,node_18_A)¡¢(node_01_B,node_13_A)¡¢(node_01_B,node_25_B)¡¢(node_01_B,node_25_C)",36,0,14008
186,node_01_B,"(node_01_B,node_19_B)",1,4,0
187,node_01_B,"(node_01_B,node_21_A)",1,29,0
188,node_01_B,"(node_01_B,node_07_C)",1,23,0
189,node_01_B,"(node_01_B,node_19_C)",1,1,0
190,node_01_B,"(node_01_B,node_19_A)",1,29,0
191,node_01_B,"(node_01_B,node_08_A)",1,73,0
192,node_01_B,"(node_01_B,node_02_A)",1,56,0
193,node_01_B,"(node_01_B,node_10_B)",1,32,0
194,node_01_B,"(node_01_B,node_21_B)",1,47,0
195,node_01_B,"(node_01_B,node_02_C)",1,130,0
196,node_01_B,"(node_01_B,node_17_C)",1,33,0
197,node_01_B,"(node_01_B,node_26_C)",1,37,0
198,node_01_B,"(node_01_B,node_16_C)",1,13,0
199,node_01_B,"(node_01_B,node_06_B)",1,47,0
200,node_01_B,"(node_01_B,node_21_C)",1,49,0
201,node_01_B,"(node_01_B,node_22_C)",1,34,0
202,node_01_B,"(node_01_B,node_12_A)",1,65,0
203,node_01_B,"(node_01_B,node_23_B)",1,22,0
204,node_01_B,"(node_01_B,node_05_B)",1,72,0
205,node_01_B,"(node_01_B,node_25_A)",1,52,0
206,node_01_B,"(node_01_B,node_09_B)",1,102,0
207,node_01_B,"(node_01_B,node_25_C)",1,39,0
208,node_01_B,"(node_01_B,node_24_B)",1,3,0
209,node_01_B,"(node_01_B,node_24_B)",1,0,14
210,node_01_B,"(node_01_B,node_03_A)",1,13,0
211,node_01_B,"(node_01_B,node_18_A)",1,12,0
212,node_01_B,"(node_01_B,node_16_B)",1,59,0
213,node_01_B,"(node_01_B,node_17_A)",1,16,0
214,node_01_B,"(node_01_B,node_06_A)",1,24,0
215,node_01_B,"(node_01_B,node_26_A)",1,38,0
216,node_01_B,"(node_01_B,node_22_B)",1,31,0
217,node_01_B,"(node_01_B,node_08_C)",1,30,0
218,node_01_B,"(node_01_B,node_25_B)",1,80,0
219,node_01_B,"(node_01_B,node_07_B)",1,17,0
220,node_01_B,"(node_01_B,node_12_B)",1,48,0
221,node_01_B,"(node_01_B,node_16_A)",1,40,0
222,node_01_B,"(node_01_B,node_06_C)",1,6,0
223,node_01_B,"(node_01_B,node_24_C)",1,3,0
224,node_01_B,"(node_01_B,node_24_C)",1,0,10
225,node_01_B,"(node_01_B,node_17_B)",1,36,0
226,node_01_B,"(node_01_B,node_15_A)",1,87,0
227,node_01_B,"(node_01_B,node_14_B)",1,8,0
228,node_01_B,"(node_01_B,node_11_C)",1,82,0
229,node_01_B,"(node_01_B,node_10_A)",1,31,0
230,node_01_B,"(node_01_B,node_27_C)",1,8,0
231,node_01_B,"(node_01_B,node_11_B)",1,62,0
232,node_01_B,"(node_01_B,node_04_C)",1,120,0
233,node_01_B,"(node_01_B,node_23_C)",1,68,0
234,node_01_B,"(node_01_B,node_20_A)",1,45,0
235,node_01_B,"(node_01_B,node_05_C)",1,13,0
236,node_01_B,"(node_01_B,node_26_B)",1,10,0
237,node_01_B,"(node_01_B,node_02_B)",1,104,0
238,node_01_B,"(node_01_B,node_12_C)",1,41,0
239,node_01_B,"(node_01_B,node_03_B)",1,21,0
240,node_01_B,"(node_01_B,node_09_C)",1,67,0
241,node_01_B,"(node_01_B,node_13_B)",1,12,0
242,node_01_B,"(node_01_B,node_09_A)",1,71,0
243,node_01_B,"(node_01_B,node_22_A)",1,94,0
244,node_01_B,"(node_01_B,node_27_B)",1,6,0
245,node_01_B,"(node_01_B,node_13_C)",1,8,0
246,node_01_B,"(node_01_B,node_18_B)",1,4,0
247,node_01_B,"(node_01_B,node_03_C)",1,31,0
248,node_01_B,"(node_01_B,node_10_C)",1,17,0
249,node_01_B,"(node_01_B,node_24_A)",1,6,0
250,node_01_B,"(node_01_B,node_24_A)",1,0,18
251,node_01_B,"(node_01_B,node_14_A)",1,1,0
252,node_01_B,"(node_01_B,node_13_A)",1,34,0
253,node_01_C,"(node_01_C,node_20_C)",1,0,2718
254,node_01_C,"(node_01_C,node_12_C)",1,0,1361
255,node_01_C,"(node_01_C,node_09_C)",1,0,2581
256,node_01_C,"(node_01_C,node_09_B)",1,0,3595
257,node_01_C,"(node_01_C,node_09_A)",1,0,1683
258,node_01_C,"(node_01_C,node_22_A)",1,0,2097
259,node_01_C,"(node_01_C,node_14_C)",1,0,4445
260,node_01_C,"(node_01_C,node_27_B)",1,0,17193
261,node_01_C,"(node_01_C,node_23_A)",1,0,2643
262,node_01_C,"(node_01_C,node_14_A)",1,0,3721
263,node_01_C,"(node_01_C,node_02_A)",1,0,1537
264,node_01_C,"(node_01_C,node_06_B)",1,0,1390
265,node_01_C,"(node_01_C,node_20_B)",1,0,2896
266,node_01_C,"(node_01_C,node_22_C)",1,0,936
267,node_01_C,"(node_01_C,node_12_A)",1,0,1101
268,node_01_C,"(node_01_C,node_23_B)",1,0,766
269,node_01_C,"(node_01_C,node_27_A)",1,0,8800
270,node_01_C,"(node_01_C,node_11_A)",1,0,1801
271,node_01_C,"(node_01_C,node_05_B)",1,0,2190
272,node_01_C,"(node_01_C,node_15_B)",1,0,879
273,node_01_C,"(node_01_C,node_16_B)",1,0,977
274,node_01_C,"(node_01_C,node_22_B)",1,0,768
275,node_01_C,"(node_01_C,node_08_C)",1,0,1071
276,node_01_C,"(node_01_C,node_08_B)",1,0,3787
277,node_01_C,"(node_01_C,node_12_B)",1,0,2008
278,node_01_C,"(node_01_C,node_02_C)",1,0,3501
279,node_01_C,"(node_01_C,node_26_C)",1,0,1253
280,node_01_C,"(node_01_C,node_14_B)",1,0,18674
281,node_01_C,"(node_01_C,node_04_A)",1,0,5230
282,node_01_C,"(node_01_C,node_11_C)",1,0,1473
283,node_01_C,"(node_01_C,node_27_C)",1,0,12928
284,node_01_C,"(node_01_C,node_11_B)",1,0,1207
285,node_01_C,"(node_01_C,node_04_C)",1,0,2570
286,node_01_C,"(node_01_C,node_23_C)",1,0,1862
287,node_01_C,"(node_01_C,node_04_B)",1,958,0
288,node_01_C,"(node_01_C,node_04_B)",1,0,14406
289,node_01_C,"(node_01_C,node_20_A)",1,0,1069
290,node_01_C,"(node_01_C,node_02_B)",1,0,2090
291,node_01_C,"(node_01_C,node_15_B)¡¢(node_01_C,node_08_B)¡¢(node_01_C,node_15_C)¡¢(node_01_C,node_20_B)¡¢(node_01_C,node_04_A)¡¢(node_01_C,node_23_A)¡¢(node_01_C,node_20_C)¡¢(node_01_C,node_11_A)",8,1827,0
292,node_01_C,"(node_01_C,node_03_C)¡¢(node_01_C,node_19_C)¡¢(node_01_C,node_03_B)¡¢(node_01_C,node_18_A)¡¢(node_01_C,node_13_A)¡¢(node_01_C,node_25_B)¡¢(node_01_C,node_13_C)¡¢(node_01_C,node_25_C)¡¢(node_01_C,node_06_A)¡¢(node_01_C,node_13_B)¡¢(node_01_C,node_06_C)¡¢(node_01_C,node_19_B)¡¢(node_01_C,node_10_C)¡¢(node_01_C,node_03_A)¡¢(node_01_C,node_21_C)¡¢(node_01_C,node_25_A)¡¢(node_01_C,node_05_C)¡¢(node_01_C,node_26_A)¡¢(node_01_C,node_26_B)¡¢(node_01_C,node_18_C)¡¢(node_01_C,node_10_A)¡¢(node_01_C,node_08_A)¡¢(node_01_C,node_16_C)¡¢(node_01_C,node_16_A)¡¢(node_01_C,node_17_B)¡¢(node_01_C,node_21_A)¡¢(node_01_C,node_19_A)¡¢(node_01_C,node_15_C)¡¢(node_01_C,node_17_A)¡¢(node_01_C,node_07_C)¡¢(node_01_C,node_10_B)¡¢(node_01_C,node_21_B)¡¢(node_01_C,node_18_B)¡¢(node_01_C,node_15_A)¡¢(node_01_C,node_07_B)¡¢(node_01_C,node_17_C)",36,0,13147
293,node_01_C,"(node_01_C,node_12_C)",1,57,0
294,node_01_C,"(node_01_C,node_03_B)",1,40,0
295,node_01_C,"(node_01_C,node_09_C)",1,137,0
296,node_01_C,"(node_01_C,node_09_B)",1,160,0
297,node_01_C,"(node_01_C,node_13_B)",1,22,0
298,node_01_C,"(node_01_C,node_09_A)",1,107,0
299,node_01_C,"(node_01_C,node_22_A)",1,143,0
300,node_01_C,"(node_01_C,node_14_C)",1,2,0
301,node_01_C,"(node_01_C,node_27_B)",1,5,0
302,node_01_C,"(node_01_C,node_13_C)",1,13,0
303,node_01_C,"(node_01_C,node_18_B)",1,6,0
304,node_01_C,"(node_01_C,node_03_C)",1,59,0
305,node_01_C,"(node_01_C,node_10_C)",1,31,0
306,node_01_C,"(node_01_C,node_24_A)",1,11,0
307,node_01_C,"(node_01_C,node_24_A)",1,0,3
308,node_01_C,"(node_01_C,node_14_A)",1,5,0
309,node_01_C,"(node_01_C,node_13_A)",1,41,0
310,node_01_C,"(node_01_C,node_19_B)",1,9,0
311,node_01_C,"(node_01_C,node_21_A)",1,43,0
312,node_01_C,"(node_01_C,node_19_C)",1,2,0
313,node_01_C,"(node_01_C,node_19_A)",1,44,0
314,node_01_C,"(node_01_C,node_08_A)",1,108,0
315,node_01_C,"(node_01_C,node_02_A)",1,65,0
316,node_01_C,"(node_01_C,node_10_B)",1,48,0
317,node_01_C,"(node_01_C,node_21_B)",1,60,0
318,node_01_C,"(node_01_C,node_17_C)",1,34,0
319,node_01_C,"(node_01_C,node_18_C)",1,3,0
320,node_01_C,"(node_01_C,node_16_C)",1,32,0
321,node_01_C,"(node_01_C,node_06_B)",1,50,0
322,node_01_C,"(node_01_C,node_22_C)",1,44,0
323,node_01_C,"(node_01_C,node_12_A)",1,86,0
324,node_01_C,"(node_01_C,node_23_B)",1,26,0
325,node_01_C,"(node_01_C,node_27_A)",1,1,0
326,node_01_C,"(node_01_C,node_05_B)",1,73,0
327,node_01_C,"(node_01_C,node_25_A)",1,81,0
328,node_01_C,"(node_01_C,node_25_C)",1,58,0
329,node_01_C,"(node_01_C,node_24_B)",1,3,0
330,node_01_C,"(node_01_C,node_24_B)",1,0,2
331,node_01_C,"(node_01_C,node_03_A)",1,57,0
332,node_01_C,"(node_01_C,node_18_A)",1,20,0
333,node_01_C,"(node_01_C,node_16_B)",1,84,0
334,node_01_C,"(node_01_C,node_07_C)",1,41,0
335,node_01_C,"(node_01_C,node_17_A)",1,17,0
336,node_01_C,"(node_01_C,node_06_A)",1,35,0
337,node_01_C,"(node_01_C,node_26_A)",1,43,0
338,node_01_C,"(node_01_C,node_22_B)",1,38,0
339,node_01_C,"(node_01_C,node_08_C)",1,33,0
340,node_01_C,"(node_01_C,node_25_B)",1,86,0
341,node_01_C,"(node_01_C,node_07_B)",1,26,0
342,node_01_C,"(node_01_C,node_12_B)",1,72,0
343,node_01_C,"(node_01_C,node_16_A)",1,44,0
344,node_01_C,"(node_01_C,node_02_C)",1,132,0
345,node_01_C,"(node_01_C,node_26_C)",1,51,0
346,node_01_C,"(node_01_C,node_06_C)",1,14,0
347,node_01_C,"(node_01_C,node_24_C)",1,0,2
348,node_01_C,"(node_01_C,node_21_C)",1,75,0
349,node_01_C,"(node_01_C,node_17_B)",1,47,0
350,node_01_C,"(node_01_C,node_15_A)",1,114,0
351,node_01_C,"(node_01_C,node_14_B)",1,13,0
352,node_01_C,"(node_01_C,node_11_C)",1,72,0
353,node_01_C,"(node_01_C,node_10_A)",1,43,0
354,node_01_C,"(node_01_C,node_27_C)",1,5,0
355,node_01_C,"(node_01_C,node_11_B)",1,87,0
356,node_01_C,"(node_01_C,node_04_C)",1,134,0
357,node_01_C,"(node_01_C,node_23_C)",1,60,0
358,node_01_C,"(node_01_C,node_20_A)",1,62,0
359,node_01_C,"(node_01_C,node_05_C)",1,20,0
360,node_01_C,"(node_01_C,node_26_B)",1,19,0
361,node_01_C,"(node_01_C,node_02_B)",1,122,0
362,node_02_A,"(node_02_A,node_13_C)¡¢(node_02_B,node_13_C)¡¢(node_02_C,node_13_C)",1,0,1275
363,node_02_A,"(node_02_A,node_23_A)¡¢(node_02_B,node_23_A)¡¢(node_02_C,node_23_A)",1,1632,0
364,node_02_A,"(node_02_A,node_23_A)",1,0,1353
365,node_02_A,"(node_02_C,node_10_C)¡¢(node_02_A,node_10_C)¡¢(node_02_B,node_10_C)",1,0,1932
366,node_02_A,"(node_02_B,node_27_A)¡¢(node_02_A,node_27_A)¡¢(node_02_C,node_27_A)",1,2174,0
367,node_02_A,"(node_02_A,node_27_A)",1,0,3162
368,node_02_A,"(node_02_C,node_15_C)¡¢(node_02_B,node_15_C)¡¢(node_02_A,node_15_C)",1,1158,0
